participant,trial,item,type,freq,length,word_length,response,rt
9.0,74.0,41.0,experimental,low,short,3.0,YES,263.36
9.0,40.0,42.0,experimental,low,short,4.0,YES,678.9
9.0,43.0,43.0,experimental,low,medium,9.0,YES,199.18
9.0,19.0,44.0,experimental,low,medium,6.0,YES,283.15
9.0,36.0,45.0,experimental,low,medium,8.0,YES,791.3399999999999
9.0,6.0,46.0,experimental,low,medium,7.0,YES,230.97
9.0,41.0,47.0,experimental,low,medium,8.0,YES,295.2
9.0,45.0,48.0,experimental,low,medium,8.0,YES,253.94
9.0,72.0,49.0,experimental,low,long,13.0,YES,190.2
9.0,49.0,50.0,experimental,low,long,13.0,YES,250.89
9.0,99.0,51.0,experimental,low,long,15.0,YES,351.94
9.0,37.0,52.0,experimental,low,long,11.0,YES,107.74
9.0,73.0,53.0,experimental,low,long,13.0,YES,387.56
9.0,25.0,54.0,experimental,low,long,14.0,YES,308.7
9.0,13.0,101.0,filler,,short,3.0,NO,135.39
9.0,56.0,102.0,filler,,short,4.0,NO,129.92000000000002
9.0,11.0,103.0,filler,,short,3.0,NO,118.09
9.0,60.0,104.0,filler,,short,4.0,NO,128.82999999999998
9.0,32.0,105.0,filler,,short,2.0,NO,182.07
9.0,30.0,106.0,filler,,short,3.0,NO,194.94
9.0,107.0,107.0,filler,,medium,9.0,NO,158.95999999999998
9.0,84.0,108.0,filler,,medium,7.0,NO,160.05
9.0,88.0,109.0,filler,,medium,6.0,NO,203.25
9.0,93.0,110.0,filler,,medium,10.0,NO,262.2
9.0,55.0,111.0,filler,,medium,8.0,NO,244.65
9.0,94.0,112.0,filler,,medium,9.0,NO,277.7
9.0,14.0,113.0,filler,,long,12.0,NO,210.62
9.0,15.0,114.0,filler,,long,12.0,NO,168.03
9.0,66.0,115.0,filler,,long,12.0,NO,187.78
9.0,22.0,116.0,filler,,long,15.0,NO,194.29
9.0,54.0,117.0,filler,,long,15.0,NO,244.13
9.0,97.0,118.0,filler,,long,13.0,NO,217.87
9.0,102.0,119.0,filler,,short,3.0,NO,291.16999999999996
9.0,17.0,120.0,filler,,short,4.0,NO,130.01
9.0,80.0,121.0,filler,,short,4.0,NO,225.21
9.0,106.0,122.0,filler,,short,2.0,NO,212.08
9.0,76.0,123.0,filler,,short,3.0,NO,321.65
9.0,33.0,124.0,filler,,short,4.0,NO,357.18
9.0,42.0,125.0,filler,,medium,8.0,NO,258.4
9.0,62.0,126.0,filler,,medium,6.0,NO,196.24
9.0,78.0,127.0,filler,,medium,8.0,NO,279.59000000000003
9.0,81.0,128.0,filler,,medium,8.0,NO,435.36
9.0,2.0,129.0,filler,,medium,7.0,NO,293.58000000000004
9.0,101.0,130.0,filler,,medium,8.0,NO,384.52
9.0,91.0,131.0,filler,,long,15.0,NO,290.97
9.0,61.0,132.0,filler,,long,12.0,NO,216.51
9.0,68.0,133.0,filler,,long,12.0,NO,158.39
9.0,89.0,134.0,filler,,long,15.0,NO,647.14
9.0,20.0,135.0,filler,,long,14.0,NO,246.23
9.0,96.0,136.0,filler,,long,12.0,NO,240.92
9.0,26.0,137.0,filler,,short,2.0,NO,220.96
9.0,47.0,138.0,filler,,short,4.0,NO,169.23
9.0,24.0,139.0,filler,,short,2.0,NO,332.23
9.0,44.0,140.0,filler,,short,2.0,NO,181.87
9.0,108.0,141.0,filler,,short,4.0,NO,253.5
9.0,90.0,142.0,filler,,short,5.0,NO,435.73
9.0,1.0,143.0,filler,,medium,7.0,NO,371.7
9.0,64.0,144.0,filler,,medium,9.0,NO,301.71
9.0,75.0,145.0,filler,,medium,7.0,NO,106.52
9.0,3.0,146.0,filler,,medium,7.0,NO,157.74
9.0,103.0,147.0,filler,,medium,6.0,NO,220.99
9.0,63.0,148.0,filler,,medium,7.0,NO,255.52
9.0,5.0,149.0,filler,,long,15.0,YES,299.14
9.0,48.0,150.0,filler,,long,12.0,NO,212.49
9.0,23.0,151.0,filler,,long,13.0,NO,200.32
9.0,86.0,152.0,filler,,long,11.0,NO,282.39
9.0,38.0,153.0,filler,,long,14.0,NO,415.37
9.0,69.0,154.0,filler,,long,15.0,NO,255.66
10.0,73.0,1.0,experimental,high,short,4.0,YES,124.79
10.0,33.0,2.0,experimental,high,short,4.0,YES,152.45
10.0,60.0,3.0,experimental,high,short,4.0,YES,119.49
10.0,35.0,4.0,experimental,high,short,5.0,YES,122.82
10.0,47.0,5.0,experimental,high,short,2.0,YES,147.85
10.0,44.0,6.0,experimental,high,short,3.0,YES,227.83
10.0,19.0,7.0,experimental,high,medium,9.0,YES,152.7
10.0,93.0,8.0,experimental,high,medium,10.0,YES,195.82
10.0,80.0,9.0,experimental,high,medium,8.0,YES,167.8
10.0,10.0,10.0,experimental,high,medium,10.0,YES,187.46
10.0,50.0,11.0,experimental,high,medium,6.0,YES,158.23000000000002
10.0,52.0,12.0,experimental,high,medium,7.0,YES,194.34
10.0,39.0,13.0,experimental,high,long,15.0,YES,218.0
10.0,41.0,14.0,experimental,high,long,14.0,YES,233.68
10.0,105.0,15.0,experimental,high,long,12.0,YES,171.63
10.0,59.0,16.0,experimental,high,long,14.0,YES,216.48
10.0,108.0,17.0,experimental,high,long,11.0,YES,205.78
10.0,29.0,18.0,experimental,high,long,12.0,YES,280.37
10.0,20.0,19.0,experimental,medium,short,2.0,YES,275.3
10.0,61.0,20.0,experimental,medium,short,3.0,NO,94.92
10.0,97.0,21.0,experimental,medium,short,3.0,YES,195.86
10.0,24.0,22.0,experimental,medium,short,4.0,YES,292.36
10.0,107.0,23.0,experimental,medium,short,3.0,YES,310.71
10.0,74.0,24.0,experimental,medium,short,2.0,YES,192.09
10.0,25.0,25.0,experimental,medium,medium,7.0,YES,209.0
10.0,79.0,26.0,experimental,medium,medium,7.0,YES,158.57999999999998
10.0,63.0,27.0,experimental,medium,medium,9.0,YES,230.27
10.0,28.0,28.0,experimental,medium,medium,8.0,YES,229.82
10.0,42.0,29.0,experimental,medium,medium,8.0,YES,306.3
10.0,65.0,30.0,experimental,medium,medium,8.0,YES,267.6
10.0,38.0,31.0,experimental,medium,long,14.0,YES,164.55
10.0,83.0,32.0,experimental,medium,long,14.0,YES,199.54
10.0,92.0,33.0,experimental,medium,long,14.0,YES,274.89
10.0,88.0,34.0,experimental,medium,long,16.0,YES,267.78999999999996
10.0,18.0,35.0,experimental,medium,long,11.0,YES,219.46
10.0,2.0,36.0,experimental,medium,long,15.0,YES,752.75
10.0,103.0,37.0,experimental,low,short,3.0,YES,167.16
10.0,67.0,38.0,experimental,low,short,4.0,YES,93.46000000000001
10.0,86.0,39.0,experimental,low,short,3.0,YES,203.77
10.0,32.0,40.0,experimental,low,short,4.0,YES,123.42
10.0,34.0,41.0,experimental,low,short,3.0,YES,296.2
10.0,100.0,42.0,experimental,low,short,3.0,YES,198.4
10.0,96.0,43.0,experimental,low,medium,9.0,YES,303.79
10.0,21.0,44.0,experimental,low,medium,8.0,YES,293.59000000000003
10.0,43.0,45.0,experimental,low,medium,9.0,YES,409.66
10.0,71.0,46.0,experimental,low,medium,9.0,YES,250.7
10.0,48.0,47.0,experimental,low,medium,10.0,YES,416.15
10.0,15.0,48.0,experimental,low,medium,8.0,YES,299.42
10.0,1.0,49.0,experimental,low,long,15.0,YES,160.66
10.0,56.0,50.0,experimental,low,long,13.0,YES,348.4
10.0,17.0,51.0,experimental,low,long,12.0,YES,252.48
10.0,104.0,52.0,experimental,low,long,15.0,YES,282.02
10.0,76.0,53.0,experimental,low,long,13.0,YES,312.69
10.0,51.0,54.0,experimental,low,long,12.0,YES,460.7
10.0,5.0,101.0,filler,,short,4.0,NO,168.35
10.0,98.0,102.0,filler,,short,4.0,NO,201.04
10.0,64.0,103.0,filler,,short,3.0,NO,138.01999999999998
10.0,58.0,104.0,filler,,short,3.0,NO,152.93
10.0,36.0,105.0,filler,,short,2.0,NO,142.28
10.0,49.0,106.0,filler,,short,5.0,NO,181.5
10.0,72.0,107.0,filler,,medium,7.0,NO,203.31
10.0,94.0,108.0,filler,,medium,10.0,NO,182.76
10.0,53.0,109.0,filler,,medium,6.0,NO,170.31
10.0,3.0,110.0,filler,,medium,10.0,NO,168.82
10.0,13.0,111.0,filler,,medium,8.0,NO,244.18
10.0,46.0,112.0,filler,,medium,8.0,NO,281.15
10.0,89.0,113.0,filler,,long,16.0,NO,194.27
10.0,22.0,114.0,filler,,long,12.0,NO,237.44
10.0,85.0,115.0,filler,,long,13.0,NO,228.61
10.0,77.0,116.0,filler,,long,16.0,NO,179.0
10.0,70.0,117.0,filler,,long,12.0,NO,231.0
10.0,95.0,118.0,filler,,long,15.0,NO,307.92
10.0,55.0,119.0,filler,,short,3.0,NO,248.8
10.0,102.0,120.0,filler,,short,4.0,NO,157.38
10.0,66.0,121.0,filler,,short,4.0,NO,208.76
10.0,87.0,122.0,filler,,short,4.0,NO,255.87
10.0,16.0,123.0,filler,,short,4.0,NO,196.01
10.0,11.0,124.0,filler,,short,5.0,NO,530.53
10.0,8.0,125.0,filler,,medium,8.0,NO,337.58
10.0,62.0,126.0,filler,,medium,9.0,NO,335.08
10.0,57.0,127.0,filler,,medium,10.0,NO,178.33
10.0,78.0,128.0,filler,,medium,9.0,NO,200.06
10.0,12.0,129.0,filler,,medium,8.0,NO,273.34000000000003
10.0,23.0,130.0,filler,,medium,8.0,NO,288.90999999999997
10.0,54.0,131.0,filler,,long,12.0,NO,318.74
10.0,14.0,132.0,filler,,long,12.0,NO,332.9
10.0,31.0,133.0,filler,,long,14.0,NO,252.34
10.0,75.0,134.0,filler,,long,16.0,NO,223.49
10.0,6.0,135.0,filler,,long,14.0,NO,244.67
10.0,81.0,136.0,filler,,long,16.0,NO,336.01
10.0,91.0,137.0,filler,,short,4.0,NO,192.44
10.0,40.0,138.0,filler,,short,5.0,NO,405.29
10.0,26.0,139.0,filler,,short,3.0,NO,172.76
10.0,27.0,140.0,filler,,short,5.0,NO,344.06
10.0,69.0,141.0,filler,,short,5.0,NO,185.22
10.0,99.0,142.0,filler,,short,4.0,NO,488.26
10.0,4.0,143.0,filler,,medium,7.0,NO,280.68
10.0,68.0,144.0,filler,,medium,7.0,NO,265.95
10.0,7.0,145.0,filler,,medium,8.0,NO,246.22
10.0,30.0,146.0,filler,,medium,7.0,NO,141.17000000000002
10.0,90.0,147.0,filler,,medium,7.0,NO,255.94
10.0,45.0,148.0,filler,,medium,6.0,NO,381.12
10.0,84.0,149.0,filler,,long,11.0,NO,348.98
10.0,37.0,150.0,filler,,long,15.0,NO,337.98
10.0,9.0,151.0,filler,,long,14.0,NO,111.61
10.0,82.0,152.0,filler,,long,13.0,NO,454.21000000000004
10.0,101.0,153.0,filler,,long,13.0,NO,260.75
10.0,106.0,154.0,filler,,long,14.0,NO,294.81
11.0,10.0,1.0,experimental,high,short,3.0,YES,122.56
11.0,18.0,2.0,experimental,high,short,4.0,YES,147.34
11.0,12.0,3.0,experimental,high,short,5.0,YES,101.86
11.0,90.0,4.0,experimental,high,short,2.0,YES,181.22
11.0,76.0,5.0,experimental,high,short,5.0,YES,185.32
11.0,21.0,6.0,experimental,high,short,3.0,YES,229.83
11.0,67.0,7.0,experimental,high,medium,8.0,YES,230.45
11.0,24.0,8.0,experimental,high,medium,9.0,YES,154.92000000000002
11.0,64.0,9.0,experimental,high,medium,8.0,YES,205.71
11.0,68.0,10.0,experimental,high,medium,7.0,YES,162.81
11.0,30.0,11.0,experimental,high,medium,8.0,YES,159.9
11.0,102.0,12.0,experimental,high,medium,9.0,YES,227.57
11.0,38.0,13.0,experimental,high,long,13.0,YES,189.21
11.0,34.0,14.0,experimental,high,long,11.0,YES,215.15
11.0,106.0,15.0,experimental,high,long,16.0,YES,187.15
11.0,58.0,16.0,experimental,high,long,13.0,YES,265.58000000000004
11.0,93.0,17.0,experimental,high,long,16.0,YES,201.04
11.0,62.0,18.0,experimental,high,long,13.0,YES,249.0
11.0,5.0,19.0,experimental,medium,short,4.0,YES,148.93
11.0,19.0,20.0,experimental,medium,short,4.0,NO,124.37
11.0,96.0,21.0,experimental,medium,short,3.0,YES,96.41
11.0,88.0,22.0,experimental,medium,short,3.0,YES,262.56
11.0,9.0,23.0,experimental,medium,short,2.0,YES,205.12
11.0,32.0,24.0,experimental,medium,short,2.0,YES,218.01
11.0,46.0,25.0,experimental,medium,medium,8.0,YES,272.77
11.0,14.0,26.0,experimental,medium,medium,9.0,YES,188.03
11.0,57.0,27.0,experimental,medium,medium,7.0,YES,194.74
11.0,36.0,28.0,experimental,medium,medium,7.0,YES,310.68
11.0,66.0,29.0,experimental,medium,medium,9.0,YES,295.98
11.0,103.0,30.0,experimental,medium,medium,8.0,YES,232.47
11.0,43.0,31.0,experimental,medium,long,15.0,YES,230.12
11.0,25.0,32.0,experimental,medium,long,14.0,YES,524.15
11.0,17.0,33.0,experimental,medium,long,14.0,YES,204.67
11.0,60.0,34.0,experimental,medium,long,15.0,YES,325.27
11.0,15.0,35.0,experimental,medium,long,11.0,YES,315.75
11.0,3.0,36.0,experimental,medium,long,15.0,YES,287.28999999999996
11.0,89.0,37.0,experimental,low,short,4.0,YES,284.38
11.0,42.0,38.0,experimental,low,short,4.0,YES,235.33
11.0,82.0,39.0,experimental,low,short,3.0,YES,201.31
11.0,51.0,40.0,experimental,low,short,2.0,YES,242.54
11.0,95.0,41.0,experimental,low,short,3.0,YES,126.0
11.0,37.0,42.0,experimental,low,short,2.0,YES,270.97
11.0,33.0,43.0,experimental,low,medium,7.0,YES,239.72
11.0,4.0,44.0,experimental,low,medium,9.0,YES,338.09
11.0,40.0,45.0,experimental,low,medium,7.0,YES,158.06
11.0,8.0,46.0,experimental,low,medium,6.0,YES,184.42
11.0,52.0,47.0,experimental,low,medium,7.0,YES,251.53
11.0,48.0,48.0,experimental,low,medium,10.0,YES,203.91
11.0,83.0,49.0,experimental,low,long,12.0,YES,142.57999999999998
11.0,49.0,50.0,experimental,low,long,15.0,YES,101.28
11.0,75.0,51.0,experimental,low,long,14.0,YES,310.41
11.0,41.0,52.0,experimental,low,long,12.0,YES,295.97
11.0,22.0,53.0,experimental,low,long,13.0,YES,191.29
11.0,73.0,54.0,experimental,low,long,14.0,YES,374.58
11.0,26.0,101.0,filler,,short,2.0,NO,113.28
11.0,55.0,102.0,filler,,short,2.0,NO,125.09
11.0,27.0,103.0,filler,,short,3.0,NO,204.93
11.0,104.0,104.0,filler,,short,4.0,NO,150.4
11.0,39.0,105.0,filler,,short,4.0,NO,169.21
11.0,78.0,106.0,filler,,short,5.0,NO,177.53
11.0,13.0,107.0,filler,,medium,7.0,NO,162.53
11.0,63.0,108.0,filler,,medium,6.0,NO,237.1
11.0,92.0,109.0,filler,,medium,6.0,NO,241.73
11.0,29.0,110.0,filler,,medium,10.0,NO,259.15999999999997
11.0,61.0,111.0,filler,,medium,10.0,NO,218.44
11.0,98.0,112.0,filler,,medium,8.0,NO,300.45
11.0,47.0,113.0,filler,,long,13.0,NO,195.98
11.0,69.0,114.0,filler,,long,16.0,NO,173.22
11.0,16.0,115.0,filler,,long,16.0,NO,171.66
11.0,87.0,116.0,filler,,long,11.0,NO,186.25
11.0,45.0,117.0,filler,,long,13.0,NO,295.05
11.0,59.0,118.0,filler,,long,13.0,NO,251.15
11.0,7.0,119.0,filler,,short,4.0,NO,257.26
11.0,72.0,120.0,filler,,short,4.0,NO,244.3
11.0,20.0,121.0,filler,,short,3.0,NO,193.66
11.0,1.0,122.0,filler,,short,5.0,NO,173.46
11.0,54.0,123.0,filler,,short,4.0,NO,197.01
11.0,86.0,124.0,filler,,short,4.0,NO,197.18
11.0,97.0,125.0,filler,,medium,8.0,NO,224.53
11.0,28.0,126.0,filler,,medium,9.0,NO,374.68
11.0,91.0,127.0,filler,,medium,8.0,NO,273.12
11.0,84.0,128.0,filler,,medium,9.0,NO,265.64
11.0,107.0,129.0,filler,,medium,10.0,NO,250.49
11.0,80.0,130.0,filler,,medium,9.0,NO,418.41
11.0,99.0,131.0,filler,,long,12.0,NO,296.86
11.0,85.0,132.0,filler,,long,13.0,NO,252.17
11.0,11.0,133.0,filler,,long,11.0,NO,302.66
11.0,108.0,134.0,filler,,long,15.0,NO,283.72
11.0,31.0,135.0,filler,,long,14.0,NO,270.78
11.0,65.0,136.0,filler,,long,12.0,NO,286.78999999999996
11.0,6.0,137.0,filler,,short,3.0,NO,346.53
11.0,74.0,138.0,filler,,short,4.0,NO,186.43
11.0,2.0,139.0,filler,,short,3.0,NO,737.9100000000001
11.0,79.0,140.0,filler,,short,3.0,NO,276.95
11.0,100.0,141.0,filler,,short,2.0,NO,198.59
11.0,94.0,142.0,filler,,short,5.0,NO,813.03
11.0,81.0,143.0,filler,,medium,9.0,NO,232.41
11.0,77.0,144.0,filler,,medium,7.0,NO,284.07
11.0,105.0,145.0,filler,,medium,9.0,NO,377.54
11.0,53.0,146.0,filler,,medium,9.0,NO,193.42
11.0,23.0,147.0,filler,,medium,9.0,NO,586.3299999999999
11.0,70.0,148.0,filler,,medium,8.0,NO,430.36
11.0,35.0,149.0,filler,,long,15.0,NO,306.83
11.0,50.0,150.0,filler,,long,13.0,NO,248.7
11.0,56.0,151.0,filler,,long,15.0,NO,589.3299999999999
11.0,101.0,152.0,filler,,long,15.0,NO,266.48
11.0,71.0,153.0,filler,,long,13.0,NO,171.22
11.0,44.0,154.0,filler,,long,11.0,NO,410.02
12.0,6.0,1.0,experimental,high,short,2.0,YES,129.03
12.0,84.0,2.0,experimental,high,short,5.0,YES,130.17000000000002
12.0,14.0,3.0,experimental,high,short,5.0,YES,123.73
12.0,67.0,4.0,experimental,high,short,2.0,YES,100.07
12.0,57.0,5.0,experimental,high,short,4.0,YES,214.39
12.0,23.0,6.0,experimental,high,short,5.0,YES,246.71
12.0,81.0,7.0,experimental,high,medium,9.0,YES,144.70999999999998
12.0,44.0,8.0,experimental,high,medium,9.0,YES,122.04
12.0,73.0,9.0,experimental,high,medium,6.0,YES,155.45999999999998
12.0,72.0,10.0,experimental,high,medium,8.0,YES,207.46
12.0,64.0,11.0,experimental,high,medium,7.0,YES,163.35
12.0,26.0,12.0,experimental,high,medium,6.0,YES,280.08000000000004
12.0,71.0,13.0,experimental,high,long,14.0,YES,164.14
12.0,28.0,14.0,experimental,high,long,11.0,YES,159.93
12.0,78.0,15.0,experimental,high,long,13.0,YES,184.83
12.0,76.0,16.0,experimental,high,long,14.0,YES,206.14
12.0,97.0,17.0,experimental,high,long,15.0,YES,253.58
12.0,9.0,18.0,experimental,high,long,14.0,YES,265.26
12.0,39.0,19.0,experimental,medium,short,3.0,YES,214.16
12.0,85.0,20.0,experimental,medium,short,5.0,YES,196.92
12.0,7.0,21.0,experimental,medium,short,2.0,YES,255.28
12.0,40.0,22.0,experimental,medium,short,4.0,YES,110.04
12.0,50.0,23.0,experimental,medium,short,3.0,YES,246.78
12.0,69.0,24.0,experimental,medium,short,4.0,YES,274.15999999999997
12.0,42.0,25.0,experimental,medium,medium,10.0,YES,166.1
12.0,33.0,26.0,experimental,medium,medium,7.0,YES,203.29
12.0,12.0,27.0,experimental,medium,medium,8.0,YES,216.76
12.0,98.0,28.0,experimental,medium,medium,7.0,YES,201.25
12.0,61.0,29.0,experimental,medium,medium,9.0,YES,314.21
12.0,94.0,30.0,experimental,medium,medium,9.0,YES,284.99
12.0,56.0,31.0,experimental,medium,long,12.0,YES,542.81
12.0,37.0,32.0,experimental,medium,long,16.0,YES,188.02
12.0,107.0,33.0,experimental,medium,long,13.0,YES,358.69
12.0,15.0,34.0,experimental,medium,long,12.0,YES,202.64
12.0,35.0,35.0,experimental,medium,long,13.0,YES,372.03
12.0,87.0,36.0,experimental,medium,long,12.0,YES,254.64
12.0,105.0,37.0,experimental,low,short,2.0,YES,130.31
12.0,79.0,38.0,experimental,low,short,5.0,YES,166.04000000000002
12.0,99.0,39.0,experimental,low,short,3.0,YES,345.1
12.0,74.0,40.0,experimental,low,short,3.0,YES,194.61
12.0,62.0,41.0,experimental,low,short,4.0,YES,300.81
12.0,75.0,42.0,experimental,low,short,5.0,YES,771.02
12.0,55.0,43.0,experimental,low,medium,9.0,YES,475.11
12.0,24.0,44.0,experimental,low,medium,10.0,YES,142.09
12.0,95.0,45.0,experimental,low,medium,7.0,YES,400.87
12.0,54.0,46.0,experimental,low,medium,8.0,YES,371.1
12.0,8.0,47.0,experimental,low,medium,9.0,YES,526.0799999999999
12.0,46.0,48.0,experimental,low,medium,7.0,YES,179.89
12.0,102.0,49.0,experimental,low,long,13.0,NO,313.08
12.0,90.0,50.0,experimental,low,long,14.0,YES,296.17
12.0,82.0,51.0,experimental,low,long,12.0,YES,318.14
12.0,1.0,52.0,experimental,low,long,13.0,YES,317.69
12.0,96.0,53.0,experimental,low,long,15.0,YES,169.85
12.0,45.0,54.0,experimental,low,long,11.0,NO,970.97
12.0,38.0,101.0,filler,,short,2.0,NO,130.87
12.0,41.0,102.0,filler,,short,2.0,NO,149.6
12.0,19.0,103.0,filler,,short,3.0,NO,210.72
12.0,100.0,104.0,filler,,short,4.0,NO,205.49
12.0,48.0,105.0,filler,,short,3.0,NO,232.6
12.0,4.0,106.0,filler,,short,4.0,NO,227.01
12.0,53.0,107.0,filler,,medium,7.0,NO,203.61
12.0,65.0,108.0,filler,,medium,7.0,NO,224.17
12.0,17.0,109.0,filler,,medium,6.0,NO,186.05
12.0,20.0,110.0,filler,,medium,7.0,NO,183.61
12.0,22.0,111.0,filler,,medium,8.0,NO,219.06
12.0,60.0,112.0,filler,,medium,9.0,NO,236.36
12.0,93.0,113.0,filler,,long,12.0,NO,236.47
12.0,86.0,114.0,filler,,long,14.0,NO,238.16
12.0,13.0,115.0,filler,,long,14.0,NO,204.43
12.0,77.0,116.0,filler,,long,15.0,NO,207.87
12.0,30.0,117.0,filler,,long,15.0,NO,230.15
12.0,104.0,118.0,filler,,long,12.0,NO,311.77
12.0,43.0,119.0,filler,,short,4.0,NO,241.91
12.0,92.0,120.0,filler,,short,2.0,NO,140.03
12.0,52.0,121.0,filler,,short,2.0,NO,305.7
12.0,2.0,122.0,filler,,short,4.0,NO,126.23
12.0,49.0,123.0,filler,,short,3.0,NO,211.41
12.0,34.0,124.0,filler,,short,3.0,NO,290.72
12.0,29.0,125.0,filler,,medium,8.0,NO,238.75
12.0,89.0,126.0,filler,,medium,6.0,NO,473.9
12.0,101.0,127.0,filler,,medium,6.0,NO,166.5
12.0,63.0,128.0,filler,,medium,9.0,NO,188.27
12.0,11.0,129.0,filler,,medium,8.0,NO,469.47
12.0,88.0,130.0,filler,,medium,8.0,NO,228.89
12.0,25.0,131.0,filler,,long,13.0,NO,503.31
12.0,80.0,132.0,filler,,long,15.0,NO,351.72
12.0,32.0,133.0,filler,,long,13.0,NO,238.91
12.0,16.0,134.0,filler,,long,16.0,NO,175.52
12.0,51.0,135.0,filler,,long,11.0,NO,245.93
12.0,3.0,136.0,filler,,long,12.0,NO,522.27
12.0,59.0,137.0,filler,,short,3.0,NO,115.01
12.0,70.0,138.0,filler,,short,2.0,NO,372.55
12.0,31.0,139.0,filler,,short,4.0,NO,129.98000000000002
12.0,5.0,140.0,filler,,short,2.0,NO,500.05
12.0,21.0,141.0,filler,,short,5.0,NO,441.95
12.0,103.0,142.0,filler,,short,5.0,NO,327.06
12.0,47.0,143.0,filler,,medium,7.0,NO,162.6
12.0,106.0,144.0,filler,,medium,8.0,NO,328.17
12.0,27.0,145.0,filler,,medium,7.0,NO,172.58
12.0,58.0,146.0,filler,,medium,9.0,NO,151.76
12.0,68.0,147.0,filler,,medium,7.0,NO,617.39
12.0,36.0,148.0,filler,,medium,9.0,NO,768.8199999999999
12.0,18.0,149.0,filler,,long,14.0,NO,278.24
12.0,83.0,150.0,filler,,long,15.0,NO,260.72
12.0,66.0,151.0,filler,,long,14.0,NO,361.99
12.0,10.0,152.0,filler,,long,16.0,NO,484.05
12.0,91.0,153.0,filler,,long,13.0,NO,432.97
12.0,108.0,154.0,filler,,long,15.0,NO,248.67
13.0,68.0,1.0,experimental,high,short,4.0,YES,145.37
13.0,16.0,2.0,experimental,high,short,3.0,YES,184.51
13.0,71.0,3.0,experimental,high,short,3.0,YES,147.43
13.0,5.0,4.0,experimental,high,short,4.0,YES,174.72
13.0,76.0,5.0,experimental,high,short,4.0,YES,179.57
13.0,15.0,6.0,experimental,high,short,4.0,YES,205.61
13.0,59.0,7.0,experimental,high,medium,6.0,YES,142.56
13.0,17.0,8.0,experimental,high,medium,9.0,YES,142.28
13.0,62.0,9.0,experimental,high,medium,7.0,YES,132.99
13.0,91.0,10.0,experimental,high,medium,6.0,YES,203.28
13.0,2.0,11.0,experimental,high,medium,8.0,YES,168.38
13.0,90.0,12.0,experimental,high,medium,10.0,YES,272.94
13.0,79.0,13.0,experimental,high,long,13.0,YES,248.44
13.0,19.0,14.0,experimental,high,long,12.0,YES,184.95
13.0,50.0,15.0,experimental,high,long,13.0,YES,256.27
13.0,103.0,16.0,experimental,high,long,12.0,YES,176.95
13.0,44.0,17.0,experimental,high,long,12.0,YES,239.71
13.0,9.0,18.0,experimental,high,long,14.0,YES,284.21000000000004
13.0,7.0,19.0,experimental,medium,short,3.0,YES,108.06
13.0,24.0,20.0,experimental,medium,short,3.0,YES,194.62
13.0,72.0,21.0,experimental,medium,short,3.0,NO,90.22999999999999
13.0,77.0,22.0,experimental,medium,short,4.0,YES,206.16
13.0,23.0,23.0,experimental,medium,short,3.0,YES,151.74
13.0,56.0,24.0,experimental,medium,short,5.0,YES,239.07
13.0,86.0,25.0,experimental,medium,medium,6.0,YES,279.40999999999997
13.0,99.0,26.0,experimental,medium,medium,8.0,YES,300.37
13.0,100.0,27.0,experimental,medium,medium,8.0,YES,262.02
13.0,31.0,28.0,experimental,medium,medium,6.0,YES,513.62
13.0,51.0,29.0,experimental,medium,medium,9.0,YES,358.8
13.0,39.0,30.0,experimental,medium,medium,7.0,YES,283.16999999999996
13.0,63.0,31.0,experimental,medium,long,15.0,YES,228.93
13.0,13.0,32.0,experimental,medium,long,16.0,YES,276.19
13.0,30.0,33.0,experimental,medium,long,16.0,YES,310.31
13.0,46.0,34.0,experimental,medium,long,14.0,YES,184.19
13.0,87.0,35.0,experimental,medium,long,11.0,YES,300.46
13.0,107.0,36.0,experimental,medium,long,12.0,YES,382.9
13.0,83.0,37.0,experimental,low,short,5.0,YES,399.64
13.0,95.0,38.0,experimental,low,short,4.0,YES,288.68
13.0,104.0,39.0,experimental,low,short,5.0,YES,110.36
13.0,67.0,40.0,experimental,low,short,2.0,YES,146.49
13.0,58.0,41.0,experimental,low,short,4.0,YES,213.34
13.0,42.0,42.0,experimental,low,short,3.0,YES,186.46
13.0,26.0,43.0,experimental,low,medium,8.0,YES,193.16
13.0,105.0,44.0,experimental,low,medium,9.0,YES,637.02
13.0,22.0,45.0,experimental,low,medium,8.0,YES,221.17
13.0,98.0,46.0,experimental,low,medium,9.0,YES,157.54000000000002
13.0,88.0,47.0,experimental,low,medium,9.0,YES,181.66
13.0,53.0,48.0,experimental,low,medium,9.0,YES,235.65
13.0,28.0,49.0,experimental,low,long,14.0,YES,179.44
13.0,101.0,50.0,experimental,low,long,13.0,YES,126.5
13.0,60.0,51.0,experimental,low,long,12.0,YES,362.52
13.0,55.0,52.0,experimental,low,long,15.0,YES,240.03
13.0,25.0,53.0,experimental,low,long,15.0,YES,368.74
13.0,27.0,54.0,experimental,low,long,16.0,YES,179.43
13.0,47.0,101.0,filler,,short,3.0,NO,107.27
13.0,36.0,102.0,filler,,short,3.0,NO,138.53
13.0,33.0,103.0,filler,,short,3.0,NO,155.28
13.0,81.0,104.0,filler,,short,2.0,NO,167.9
13.0,40.0,105.0,filler,,short,4.0,NO,213.43
13.0,10.0,106.0,filler,,short,3.0,NO,182.13
